Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2922","Stimulants","2020","2020","Kcal/personne/jour","2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2923","Épices","2010","2010","Kcal/personne/jour","5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2923","Épices","2020","2020","Kcal/personne/jour","5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2924","Boissons Alcooliques","2010","2010","Kcal/personne/jour","43","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2924","Boissons Alcooliques","2020","2020","Kcal/personne/jour","39","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2943","Viande","2010","2010","Kcal/personne/jour","67","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2943","Viande","2020","2020","Kcal/personne/jour","70","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2945","Abats","2010","2010","Kcal/personne/jour","4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2945","Abats","2020","2020","Kcal/personne/jour","6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2946","Graisses animales","2010","2010","Kcal/personne/jour","9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2946","Graisses animales","2020","2020","Kcal/personne/jour","7","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2949","Oeufs","2010","2010","Kcal/personne/jour","2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2949","Oeufs","2020","2020","Kcal/personne/jour","1","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2948","Lait - Excl Beurre","2010","2010","Kcal/personne/jour","14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2948","Lait - Excl Beurre","2020","2020","Kcal/personne/jour","12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2960","Poisson & Fruits de Mer","2010","2010","Kcal/personne/jour","19","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2960","Poisson & Fruits de Mer","2020","2020","Kcal/personne/jour","17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2961","Produits Aquatiques, Aut","2010","2010","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2961","Produits Aquatiques, Aut","2020","2020","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2928","Miscellanees","2010","2010","Kcal/personne/jour","2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","017","Afrique centrale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2928","Miscellanees","2020","2020","Kcal/personne/jour","1","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2010","2010","Kcal/personne/jour","3375","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2020","2020","Kcal/personne/jour","3236","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2010","2010","Kcal/personne/jour","3049","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2020","2020","Kcal/personne/jour","2911","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2010","2010","Kcal/personne/jour","326","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2020","2020","Kcal/personne/jour","325","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2905","Cèrèales - Excl Bière","2010","2010","Kcal/personne/jour","1961","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2905","Cèrèales - Excl Bière","2020","2020","Kcal/personne/jour","1819","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2907","Racines Amyl","2010","2010","Kcal/personne/jour","85","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2907","Racines Amyl","2020","2020","Kcal/personne/jour","73","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2908","Cultures Sucrieres","2010","2010","Kcal/personne/jour","14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2908","Cultures Sucrieres","2020","2020","Kcal/personne/jour","12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2909","Sucre & Edulcorants","2010","2010","Kcal/personne/jour","293","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2909","Sucre & Edulcorants","2020","2020","Kcal/personne/jour","292","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2911","Légumineuses Sèches","2010","2010","Kcal/personne/jour","70","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2911","Légumineuses Sèches","2020","2020","Kcal/personne/jour","56","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2912","Fruit Coque","2010","2010","Kcal/personne/jour","14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2912","Fruit Coque","2020","2020","Kcal/personne/jour","13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2913","Cultures Oleágineuses","2010","2010","Kcal/personne/jour","32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2913","Cultures Oleágineuses","2020","2020","Kcal/personne/jour","50","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2914","Huiles végétales","2010","2010","Kcal/personne/jour","281","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2914","Huiles végétales","2020","2020","Kcal/personne/jour","313","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2918","Légumes","2010","2010","Kcal/personne/jour","120","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2918","Légumes","2020","2020","Kcal/personne/jour","105","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2919","Fruits - Excl Vin","2010","2010","Kcal/personne/jour","155","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2919","Fruits - Excl Vin","2020","2020","Kcal/personne/jour","157","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2922","Stimulants","2010","2010","Kcal/personne/jour","6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2922","Stimulants","2020","2020","Kcal/personne/jour","6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2923","Épices","2010","2010","Kcal/personne/jour","11","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2923","Épices","2020","2020","Kcal/personne/jour","9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2924","Boissons Alcooliques","2010","2010","Kcal/personne/jour","4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2924","Boissons Alcooliques","2020","2020","Kcal/personne/jour","4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2943","Viande","2010","2010","Kcal/personne/jour","109","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2943","Viande","2020","2020","Kcal/personne/jour","108","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2945","Abats","2010","2010","Kcal/personne/jour","6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2945","Abats","2020","2020","Kcal/personne/jour","9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2946","Graisses animales","2010","2010","Kcal/personne/jour","39","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2946","Graisses animales","2020","2020","Kcal/personne/jour","28","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2949","Oeufs","2010","2010","Kcal/personne/jour","16","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2949","Oeufs","2020","2020","Kcal/personne/jour","17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2948","Lait - Excl Beurre","2010","2010","Kcal/personne/jour","126","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2948","Lait - Excl Beurre","2020","2020","Kcal/personne/jour","134","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2960","Poisson & Fruits de Mer","2010","2010","Kcal/personne/jour","30","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2960","Poisson & Fruits de Mer","2020","2020","Kcal/personne/jour","30","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2961","Produits Aquatiques, Aut","2010","2010","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2961","Produits Aquatiques, Aut","2020","2020","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2928","Miscellanees","2010","2010","Kcal/personne/jour","3","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","015","Afrique septentrionale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2928","Miscellanees","2020","2020","Kcal/personne/jour","3","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2010","2010","Kcal/personne/jour","2896","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2020","2020","Kcal/personne/jour","2805","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2010","2010","Kcal/personne/jour","2454","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2020","2020","Kcal/personne/jour","2356","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2010","2010","Kcal/personne/jour","442","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2020","2020","Kcal/personne/jour","449","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2905","Cèrèales - Excl Bière","2010","2010","Kcal/personne/jour","1431","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2905","Cèrèales - Excl Bière","2020","2020","Kcal/personne/jour","1358","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2907","Racines Amyl","2010","2010","Kcal/personne/jour","80","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2907","Racines Amyl","2020","2020","Kcal/personne/jour","81","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2908","Cultures Sucrieres","2010","2010","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2908","Cultures Sucrieres","2020","2020","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2909","Sucre & Edulcorants","2010","2010","Kcal/personne/jour","311","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2909","Sucre & Edulcorants","2020","2020","Kcal/personne/jour","300","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2911","Légumineuses Sèches","2010","2010","Kcal/personne/jour","32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2911","Légumineuses Sèches","2020","2020","Kcal/personne/jour","14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2912","Fruit Coque","2010","2010","Kcal/personne/jour","2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2912","Fruit Coque","2020","2020","Kcal/personne/jour","2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2913","Cultures Oleágineuses","2010","2010","Kcal/personne/jour","12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2913","Cultures Oleágineuses","2020","2020","Kcal/personne/jour","18","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2914","Huiles végétales","2010","2010","Kcal/personne/jour","372","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2914","Huiles végétales","2020","2020","Kcal/personne/jour","403","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2918","Légumes","2010","2010","Kcal/personne/jour","36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2918","Légumes","2020","2020","Kcal/personne/jour","33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2919","Fruits - Excl Vin","2010","2010","Kcal/personne/jour","37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2919","Fruits - Excl Vin","2020","2020","Kcal/personne/jour","31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2922","Stimulants","2010","2010","Kcal/personne/jour","3","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2922","Stimulants","2020","2020","Kcal/personne/jour","6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2923","Épices","2010","2010","Kcal/personne/jour","5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2923","Épices","2020","2020","Kcal/personne/jour","5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2924","Boissons Alcooliques","2010","2010","Kcal/personne/jour","130","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2924","Boissons Alcooliques","2020","2020","Kcal/personne/jour","101","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2943","Viande","2010","2010","Kcal/personne/jour","285","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2943","Viande","2020","2020","Kcal/personne/jour","285","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2945","Abats","2010","2010","Kcal/personne/jour","14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2945","Abats","2020","2020","Kcal/personne/jour","22","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2946","Graisses animales","2010","2010","Kcal/personne/jour","15","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2946","Graisses animales","2020","2020","Kcal/personne/jour","13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2949","Oeufs","2010","2010","Kcal/personne/jour","21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2949","Oeufs","2020","2020","Kcal/personne/jour","26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2948","Lait - Excl Beurre","2010","2010","Kcal/personne/jour","96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2948","Lait - Excl Beurre","2020","2020","Kcal/personne/jour","90","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2960","Poisson & Fruits de Mer","2010","2010","Kcal/personne/jour","12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2960","Poisson & Fruits de Mer","2020","2020","Kcal/personne/jour","12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2961","Produits Aquatiques, Aut","2010","2010","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2961","Produits Aquatiques, Aut","2020","2020","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2928","Miscellanees","2010","2010","Kcal/personne/jour","2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","018","Afrique australe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2928","Miscellanees","2020","2020","Kcal/personne/jour","2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","011","Afrique occidentale","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2010","2010","Kcal/personne/jour","2660","E","Valeur estimée"
